"sivil_status","bosted","antall_barn","kjonn","landsdel","utdannelse","fodselar","interess_i_politikk","sosial_tillit","lifs_tifredshet","endring_i_tygghet","tillit_til_politikere","tillit_til_media","inntekt","politisk_orientering","har_barn","alder"
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Nord-Norge","Hogskole/Universitet","1970-1979","Ikke spurt",7,"Noe tilfreds","Ikke spurt","I noen grad","I stor grad",5,5,"NA",40
"Singel","Ikke spurt","1","kvinne","Nord-Norge","Hogskole/Universitet","1990 eller senere","Lite interessert",6,"Tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I liten grad",5,3,"har barn",20
"Samboer","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",7,"Tilfreds","Noe mer utrygt","I liten grad","I noen grad",3,3,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Ostlandet","Hogskole/Universitet","1990 eller senere","Ikke spurt",6,"Noe tilfreds","Ikke spurt","I liten grad","I stor grad",1,1,"NA",20
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1990 eller senere","Ikke spurt",8,"Tilfreds","Ikke spurt","I stor grad","I stor grad",4,4,"NA",20
"Singel","Ikke spurt","0","kvinne","Vestlandet","Ingen utdanning/grunnskole","1950-1959","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",5,0,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet",NA,"Interessert",8,"Noe tilfreds","Ingen endring i tryggheten","Ikke svart","I stor grad",3,6,"har ikke barn",NA
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Hogskole/Universitet","1939 eller tidligere","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",4,8,"har ikke barn",80
"Gift/juridisk registrert partner","Ikke spurt","2","kvinne","Vestlandet","Hogskole/Universitet","1980-1989","Lite interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,1,"har barn",30
"Kjæreste/Særbo","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1980-1989","Noe interessert",8,"Tilfreds","Noe mer utrygt","Ikke i det hele tatt","Ikke i det hele tatt",7,10,"har ikke barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Nord-Norge","Videregaende skole","1970-1979","Ikke spurt",6,"Noe tilfreds","Ikke spurt","I liten grad","I noen grad",4,5,"NA",40
"Kjæreste/Særbo","Ikke spurt","0","mann","Nord-Norge","Hogskole/Universitet","1940-1949","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",4,3,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Sorlandet","Videregaende skole","1940-1949","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,7,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1940-1949","Svært Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,3,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",3,4,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet","1960-1969","Interessert",6,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,7,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","2","kvinne","Vestlandet","Hogskole/Universitet","1970-1979","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I svært stor grad","I svært stor grad",7,3,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet","1950-1959","Interessert",6,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",2,4,"har ikke barn",60
"Samboer","Ikke spurt","2","kvinne","Vestlandet","Hogskole/Universitet","1980-1989","Interessert",6,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",5,3,"har barn",30
"Singel","Ikke spurt","1","kvinne","Trondelag","Hogskole/Universitet","1980-1989","Noe interessert",7,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,4,"har barn",30
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Oslo","Videregaende skole","1970-1979","Interessert",9,"Svært tilfreds","Noe mer utrygt","I noen grad","I liten grad",5,5,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",6,8,"har barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,8,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1980-1989","Ikke spurt",8,"Svært tilfreds","Ikke spurt","I noen grad","I liten grad",6,7,"NA",30
"Samboer","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1980-1989","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",6,6,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",2,9,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Sorlandet","Hogskole/Universitet","1970-1979","Interessert",1,"Lite tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I liten grad",7,9,"har barn",40
"Samboer","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1970-1979","Noe interessert",7,"Tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",7,7,"har ikke barn",40
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Oslo","Hogskole/Universitet","1990 eller senere","Ikke spurt",7,"Tilfreds","Ikke spurt","I noen grad","I liten grad",5,3,"NA",20
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Trondelag","Hogskole/Universitet","1980-1989","Interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,4,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",7,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",5,7,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Videregaende skole","1960-1969","Ikke spurt",9,"Svært tilfreds","Ikke spurt","Ikke i det hele tatt","I noen grad",5,5,"NA",50
"Singel","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1960-1969","Lite interessert",7,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",5,3,"har ikke barn",50
"Enke/enkemann","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,4,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",3,3,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Videregaende skole","1960-1969","Ikke spurt",8,"Tilfreds","Ikke spurt","I liten grad","I noen grad",3,7,"NA",50
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1990 eller senere","Noe interessert",9,"Tilfreds","Noe tryggere","I noen grad","I stor grad",2,6,"har ikke barn",20
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1940-1949","Interessert",2,"Noe tilfreds","Noe mer utrygt","I noen grad","I noen grad",7,5,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1970-1979","Noe interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",5,5,"har ikke barn",40
"Kjæreste/Særbo","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1950-1959","Noe interessert",3,"Noe tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I noen grad",3,2,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Noe interessert",6,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",4,5,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","2","kvinne","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",7,"Tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I liten grad",3,1,"har barn",40
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Oslo","Hogskole/Universitet","1940-1949","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",4,1,"har ikke barn",70
"Singel","Ikke spurt","0","mann","Vestlandet","Videregaende skole","1980-1989","Svært Interessert",5,"Ikke tilfreds i det hele tatt","Mye mer utrygt","I liten grad","Ikke i det hele tatt",2,5,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Trondelag","Hogskole/Universitet","1950-1959","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",3,3,"har ikke barn",60
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1980-1989","Ikke spurt",7,"Tilfreds","Ikke spurt","I stor grad","I stor grad",4,2,"NA",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Videregaende skole","1940-1949","Interessert",8,"Svært tilfreds","Noe tryggere","I stor grad","I stor grad",3,7,"har ikke barn",70
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1940-1949","Ikke spurt",6,"Tilfreds","Ikke spurt","I stor grad","I stor grad",3,4,"NA",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I liten grad","I liten grad",2,5,"har ikke barn",50
"Singel","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1980-1989","Noe interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",6,4,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1960-1969","Svært Interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,7,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","1","mann","Oslo","Hogskole/Universitet","1960-1969","Svært Interessert",3,"Noe tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",7,7,"har barn",50
"Enke/enkemann","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1939 eller tidligere","Interessert",10,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,3,"har ikke barn",80
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Vestlandet","Videregaende skole","1960-1969","Ikke spurt",9,"Tilfreds","Ikke spurt","I noen grad","I noen grad",4,7,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I svært stor grad","I noen grad",4,4,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",6,10,"har ikke barn",50
"Samboer","Ikke spurt","4","mann","Vestlandet","Videregaende skole","1970-1979","Interessert",7,"Svært tilfreds","Ingen endring i tryggheten","Ikke i det hele tatt","I stor grad",5,5,"har barn",40
"Singel","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",7,"Tilfreds","Ingen endring i tryggheten","I noen grad","I liten grad",6,3,"har ikke barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","mann","Oslo","Hogskole/Universitet","1990 eller senere","Ikke spurt",6,"Lite tilfreds","Ikke spurt","I stor grad","I stor grad",1,2,"NA",20
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Videregaende skole","1960-1969","Ikke spurt",7,"Tilfreds","Ikke spurt","I liten grad","I noen grad",3,8,"NA",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Svært Interessert",10,"Tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",7,3,"har ikke barn",50
"Skilt/separert/tidligere juridisk registrert partner","Ikke spurt","1","kvinne","Ostlandet","Videregaende skole","1980-1989","Noe interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",2,1,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Ostlandet","Hogskole/Universitet","1980-1989","Noe interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",8,6,"har barn",30
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Ostlandet","Hogskole/Universitet","1980-1989","Ikke spurt",10,"Tilfreds","Ikke spurt","I stor grad","I svært stor grad",1,7,"NA",30
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1940-1949","Svært Interessert",8,"Noe tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",4,3,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Hogskole/Universitet","1960-1969","Interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,7,"har ikke barn",50
"Singel","Ikke spurt","0","kvinne","Oslo","Hogskole/Universitet","1950-1959","Interessert",10,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",4,9,"har ikke barn",60
"Samboer","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1970-1979","Interessert",5,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",5,8,"har ikke barn",40
"Singel","Ikke spurt","0","mann","Trondelag","Hogskole/Universitet","1950-1959","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I liten grad","I noen grad",2,2,"har ikke barn",60
"Enke/enkemann","Ikke spurt","0","kvinne","Ostlandet","Videregaende skole","1940-1949","Interessert",5,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",2,9,"har ikke barn",70
"Kjæreste/Særbo","Ikke spurt","0","kvinne","Sorlandet","Hogskole/Universitet","1990 eller senere","Lite interessert",9,"Svært tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",1,6,"har ikke barn",20
"Samboer","Ikke spurt","0","kvinne","Vestlandet","Videregaende skole","1990 eller senere","Lite interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",1,8,"har ikke barn",20
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Vestlandet","Hogskole/Universitet","1980-1989","Interessert",9,"Tilfreds","Ingen endring i tryggheten","I stor grad","I svært stor grad",7,9,"har barn",30
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Nord-Norge","Hogskole/Universitet","1960-1969","Svært Interessert",8,"Tilfreds","Ingen endring i tryggheten","I stor grad","I stor grad",7,4,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",6,7,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Noe interessert",8,"Svært tilfreds","Ingen endring i tryggheten","I stor grad","I noen grad",2,7,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Noe mer utrygt","I noen grad","I noen grad",8,3,"har ikke barn",50
"Enke/enkemann","Ikke spurt","0","kvinne","Vestlandet","Hogskole/Universitet","1950-1959","Interessert",7,"Noe tilfreds","Noe mer utrygt","I stor grad","I noen grad",6,3,"har ikke barn",60
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1950-1959","Svært Interessert",7,"Tilfreds","Ingen endring i tryggheten","Ikke svart","I stor grad",4,5,"har ikke barn",60
"Kjæreste/Særbo","Ikke spurt","0","mann","Oslo","Videregaende skole","1970-1979","Interessert",3,"Lite tilfreds","Noe mer utrygt","I stor grad","I stor grad",2,1,"har ikke barn",40
"Gift/juridisk registrert partner","Ikke spurt","2","mann","Sorlandet","Videregaende skole","1990 eller senere","Interessert",9,"Tilfreds","Noe tryggere","I liten grad","I noen grad",3,10,"har barn",20
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Ostlandet","Ingen utdanning/grunnskole","1940-1949","Interessert",6,"Svært tilfreds","Noe tryggere","I noen grad","I noen grad",5,6,"har ikke barn",70
"Gift/juridisk registrert partner","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1950-1959","Noe interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",5,6,"har ikke barn",60
"Samboer","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1980-1989","Ikke interessert",6,"Tilfreds","Ingen endring i tryggheten","I noen grad","I stor grad",7,5,"har ikke barn",30
"Gift/juridisk registrert partner","Ikke spurt","1","kvinne","Ostlandet","Hogskole/Universitet","1960-1969","Lite interessert",8,"Tilfreds","Noe mer utrygt","I noen grad","I stor grad",6,3,"har barn",50
"Ikke spurt","Ikke spurt","Ikke spurt","kvinne","Trondelag","Hogskole/Universitet","1980-1989","Ikke spurt",7,"Svært tilfreds","Ikke spurt","I stor grad","I noen grad",6,2,"NA",30
"Samboer","Ikke spurt","0","mann","Nord-Norge","Videregaende skole","1960-1969","Svært Interessert",5,"Tilfreds","Ingen endring i tryggheten","I liten grad","I stor grad",4,5,"har ikke barn",50
"Gift/juridisk registrert partner","Ikke spurt","0","mann","Vestlandet","Hogskole/Universitet","1960-1969","Interessert",8,"Tilfreds","Ingen endring i tryggheten","I noen grad","I noen grad",7,7,"har ikke barn",50
"Samboer","Ikke spurt","0","kvinne","Ostlandet","Hogskole/Universitet","1970-1979","Noe interessert",7,"Tilfreds","Ikke svart","I stor grad","I noen grad",4,1,"har ikke barn",40
